sen	Polarity	Sentence
compound	0.8311	Plus Still prefer the Poco , it better and it me because every budget phone so generic nowadays that ' s boring to look at well i love android but i hate their , not simple ... thats why i love coz are ex user Radioactivity well your light was good I have that exact color and it pink and not gold Best phone ever on a is the most important aspect for me .
neg	0.129	Plus Still prefer the Poco , it better and it me because every budget phone so generic nowadays that ' s boring to look at well i love android but i hate their , not simple ... thats why i love coz are ex user Radioactivity well your light was good I have that exact color and it pink and not gold Best phone ever on a is the most important aspect for me .
neu	0.63	Plus Still prefer the Poco , it better and it me because every budget phone so generic nowadays that ' s boring to look at well i love android but i hate their , not simple ... thats why i love coz are ex user Radioactivity well your light was good I have that exact color and it pink and not gold Best phone ever on a is the most important aspect for me .
pos	0.241	Plus Still prefer the Poco , it better and it me because every budget phone so generic nowadays that ' s boring to look at well i love android but i hate their , not simple ... thats why i love coz are ex user Radioactivity well your light was good I have that exact color and it pink and not gold Best phone ever on a is the most important aspect for me .
neu	1.0	I ' m a old and it ' s still getting regular , will be getting Android pie .
neu	1.0	It never down all this time .
compound	0.6124	I ' m sure the skinned never get this much support .
neu	0.545	I ' m sure the skinned never get this much support .
pos	0.455	I ' m sure the skinned never get this much support .
compound	0.6022	My next phone will be definitely a stock Android or almost stock like a .
neu	0.67	My next phone will be definitely a stock Android or almost stock like a .
pos	0.33	My next phone will be definitely a stock Android or almost stock like a .
compound	0.7269	Do a review on mi lite please let Yr like a pro 👌👌👌👌 I got the A Give me , please .
neu	0.647	Do a review on mi lite please let Yr like a pro 👌👌👌👌 I got the A Give me , please .
pos	0.353	Do a review on mi lite please let Yr like a pro 👌👌👌👌 I got the A Give me , please .
neu	1.0	You sold me on this phone !
neu	1.0	But am always looking for a .
neu	1.0	or bigger but at an affordable price .
neg	0.156	I know , I know , that is difficult to come what about a phone like the plus ?
neu	0.688	I know , I know , that is difficult to come what about a phone like the plus ?
pos	0.156	I know , I know , that is difficult to come what about a phone like the plus ?
compound	0.9753	A phone like that is what I ' d prefer ... but again , this one is great love some advice ... basically would like or , great sound , do n ' t , along those if possible Would the Mi A work on any US cellular ?
neu	0.584	A phone like that is what I ' d prefer ... but again , this one is great love some advice ... basically would like or , great sound , do n ' t , along those if possible Would the Mi A work on any US cellular ?
pos	0.416	A phone like that is what I ' d prefer ... but again , this one is great love some advice ... basically would like or , great sound , do n ' t , along those if possible Would the Mi A work on any US cellular ?
neu	1.0	Is there a difference with this and the global version ?
neu	1.0	Come to a Cherry Mobile G , this is the Year that i got this phone , an android one phone , RAM storage .
compound	0.8074	For me it is good cheap like and better than an ...
neu	0.52	For me it is good cheap like and better than an ...
pos	0.48	For me it is good cheap like and better than an ...
compound	-0.5423	I mean for an with ram , Bad screen durability .
neg	0.333	I mean for an with ram , Bad screen durability .
neu	0.667	I mean for an with ram , Bad screen durability .
neu	1.0	My phone from a Moving Motorcycle and the only thing was the battery now it can only survive .
compound	0.6486	Its a budget phone really but from a normal family in the so i dont expect too much from them , but i want a better phone with .
neu	0.791	Its a budget phone really but from a normal family in the so i dont expect too much from them , but i want a better phone with .
pos	0.209	Its a budget phone really but from a normal family in the so i dont expect too much from them , but i want a better phone with .
compound	0.4404	and RAM and better battery life .
neu	0.633	and RAM and better battery life .
pos	0.367	and RAM and better battery life .
compound	0.3612	Yo review note that phone i have a note pro in I got one for my birthday in black and it came with a black silicone case and it This does n ' t have the telephoto like mi a .
neu	0.925	Yo review note that phone i have a note pro in I got one for my birthday in black and it came with a black silicone case and it This does n ' t have the telephoto like mi a .
pos	0.075	Yo review note that phone i have a note pro in I got one for my birthday in black and it came with a black silicone case and it This does n ' t have the telephoto like mi a .
compound	0.6369	The mi a have the best audio output from audio jack .
neu	0.682	The mi a have the best audio output from audio jack .
pos	0.318	The mi a have the best audio output from audio jack .
neu	1.0	This is .
compound	0.4404	It only good camera and processor .
neu	0.633	It only good camera and processor .
pos	0.367	It only good camera and processor .
compound	0.8126	But everything was much better in mi a Does this phone support wi - fi calling ?
neu	0.619	But everything was much better in mi a Does this phone support wi - fi calling ?
pos	0.381	But everything was much better in mi a Does this phone support wi - fi calling ?
neu	1.0	You came to What is that music running in the back ?
neu	1.0	selling try a pro Between this and Mi Note , I still chose Mi Note !
neu	1.0	Same chip but bigger battery .
compound	0.4404	In my opinion , better camera .
neu	0.58	In my opinion , better camera .
pos	0.42	In my opinion , better camera .
compound	0.5719	I do n ' t need a full screen , the good old screen size is fine to me .
neu	0.701	I do n ' t need a full screen , the good old screen size is fine to me .
pos	0.299	I do n ' t need a full screen , the good old screen size is fine to me .
neu	1.0	Still , a headphone jack and an card slot would make the Note much !
neu	1.0	I ' d be the buy button right this moment if it had , i have gone too long without .
compound	0.3612	Can it dual like the ?
neu	0.615	Can it dual like the ?
pos	0.385	Can it dual like the ?
compound	0.6369	are the best budget available in .
neu	0.543	are the best budget available in .
pos	0.457	are the best budget available in .
neu	1.0	I have bought the A lite version recently .
neu	1.0	And I have to say , I am .
neu	1.0	version u a smooth performance with light gaming as it only have x .
compound	0.4404	The are good too .
neu	0.508	The are good too .
pos	0.492	The are good too .
compound	-0.6178	But Camera is not so good .
neg	0.447	But Camera is not so good .
neu	0.553	But Camera is not so good .
compound	-0.4767	And also , whats wrong with a headphone jack .
neg	0.341	And also , whats wrong with a headphone jack .
neu	0.659	And also , whats wrong with a headphone jack .
neu	1.0	It everything u can ask for at around .
compound	0.4404	I ' m getting this one Does it have one handed mode Hi mate does the have a partition thanks .
neu	0.838	I ' m getting this one Does it have one handed mode Hi mate does the have a partition thanks .
pos	0.162	I ' m getting this one Does it have one handed mode Hi mate does the have a partition thanks .
compound	0.7003	Hello , thanks for the video man , I will say the note its a good option too .
neu	0.674	Hello , thanks for the video man , I will say the note its a good option too .
